0,0,1,1,1
0,0.1,2.13314,4.47147,1.11393
0,0.2,6.5426,13.7313,4.18035
0,0.3,16.6848,27.1838,26.2061
0,0.4,15.3662,1.11234,46.7582
0,0.5,1.19795,-8.86762,32.4549
0,0.6,-4.83356,-8.06164,26.6736
0,0.7,-7.04962,-8.74755,24.8908
0,0.8,-8.63546,-10.0953,25.6473
0,0.9,-9.69192,-10.1573,28.0302
0,1,-9.37826,-8.35682,29.3618
0,1.1,-8.07851,-6.77054,28.1828
0,1.2,-7.17373,-6.7841,25.9759
0,1.3,-7.36259,-8.10025,24.555
0,1.4,-8.48507,-9.84962,25.0819
0,1.5,-9.67227,-10.4315,27.5179
0,1.6,-9.6435,-8.80795,29.4409
0,1.7,-8.34584,-6.87266,28.67
0,1.8,-7.19886,-6.53629,26.3752
0,1.9,-7.14638,-7.69496,24.5729
0,2,-8.1737,-9.56238,24.6207
0,2.1,-9.54122,-10.6289,26.9058
0,2.2,-9.87144,-9.3298,29.3796
0,2.3,-8.6674,-7.08258,29.16
0,2.4,-7.28889,-6.33142,26.8654
0,2.5,-6.95898,-7.27185,24.7025
0,2.6,-7.83404,-9.17936,24.226
0,2.7,-9.32135,-10.7039,26.199
0,2.8,-10.0424,-9.89159,29.1334
0,2.9,-9.03799,-7.42165,29.6165
0,3,-7.45673,-6.18981,27.4434
0,3.1,-6.81502,-6.84523,24.9558
0,3.2,-7.48003,-8.71131,23.9299
0,3.3,-9.01201,-10.627,25.4357
0,3.4,-10.1262,-10.4477,28.6699
0,3.5,-9.44196,-7.90932,29.9906
0,3.6,-7.71449,-6.13773,28.1018
0,3.7,-6.73112,-6.43106,25.3434
0,3.8,-7.12795,-8.17386,23.762
0,3.9,-8.61967,-10.3792,24.667
0,4,-10.0914,-10.9342,27.9691
0,4.1,-9.85242,-8.55779,30.2136
0,4.2,-8.07398,-6.21164,28.8252
0,4.3,-6.7274,-6.04816,25.8764
0,4.4,-6.79646,-7.58546,23.7507
0,4.5,-8.15729,-9.95466,23.9523
0,4.6,-9.91072,-11.2723,27.0399
0,4.7,-10.2259,-9.35523,30.1972
0,4.8,-8.54076,-6.45875,29.5808
0,4.9,-6.82816,-5.72203,26.5632
0,5,-6.50816,-6.9683,23.9223
0,5.1,-7.64587,-9.36406,23.3564
0,5.2,-9.56747,-11.38,25.9299
0,5.3,-10.5021,-10.2515,29.8397
0,5.4,-9.10911,-6.93864,30.3071
0,5.5,-7.06296,-5.48924,27.4098
0,5.6,-6.29042,-6.34647,24.3021
0,5.7,-7.11263,-8.63253,22.9437
0,5.8,-9.06055,-11.19,24.7282
0,5.9,-10.6069,-11.1382,29.0495
0,6,-9.7496,-7.71344,30.8957
0,6.1,-7.46517,-5.40617,28.412
0,6.2,-6.17803,-5.74794,24.9155
0,6.3,-6.59123,-7.79723,22.7741
0,6.4,-8.40915,-10.669,23.5604
0,6.5,-10.4641,-11.8433,27.7853
0,6.6,-10.3937,-8.82168,31.17
0,6.7,-8.06723,-5.56167,29.543
0,6.8,-6.21708,-5.20893,25.7884
0,6.9,-6.12209,-6.9023,22.9015
0,7,-7.65304,-9.83058,22.5716
0,7.1,-10.017,-12.1558,26.1084
0,7.2,-10.9172,-10.2189,30.8783
0,7.3,-8.88614,-6.09216,30.7221
0,7.4,-6.47059,-4.7854,26.948
0,7.5,-5.7557,-5.99418,23.3772
0,7.6,-6.84965,-8.73469,21.9053
0,7.7,-9.25328,-11.8912,24.2164
0,7.8,-11.1393,-11.6867,29.7487
0,7.9,-9.88644,-7.17793,31.7485
0,8,-7.02084,-4.57889,28.4114
0,8.1,-5.55983,-5.12205,24.2527
0,8.2,-6.07043,-7.47502,21.6855
0,8.3,-8.22359,-10.9765,22.4239
0,8.4,-10.8614,-12.7793,27.6403
0,8.5,-10.9177,-8.97345,32.1987
0,8.6,-7.9638,-4.78974,30.1561
0,8.7,-5.63611,-4.34828,25.5913
0,8.8,-5.4007,-6.15538,22.0156
0,8.9,-7.03828,-9.49806,21.0831
0,9,-9.95918,-12.9275,24.784
0,9.1,-11.6328,-11.3472,31.3619
0,9.2,-9.35444,-5.7975,31.9974
0,9.3,-6.14485,-3.79117,27.4704
0,9.4,-4.95182,-4.87118,22.9918
0,9.5,-5.84715,-7.67428,20.492
0,9.6,-8.48871,-11.7804,21.8712
0,9.7,-11.507,-13.4503,28.5479
0,9.8,-11.0308,-8.15805,33.2543
0,9.9,-7.32961,-3.75582,29.956
0,10,-4.90259,-3.71302,24.7372
